"Account Name","Parent Account","Account Number","Parent Account Number","Is Group","Account Type","Root Type","Account Currency"
"1421-Potraživanja od MO za više plaćeni doprinos za...","142-Potraživanja za više plaćene doprinose iz plaća i na plaće","1421","142","0","Fixed Asset","Asset","EUR"
"1422-Potraživanja za više plaćeni doprinos za zdravstveno...","142-Potraživanja za više plaćene doprinose iz plaća i na plaće","1422","142","0","Fixed Asset","Asset","EUR"
"1423-Potraživanja za više plaćeni dopr. za zdrav. osigur. za...","142-Potraživanja za više plaćene doprinose iz plaća i na plaće","1423","142","0","Fixed Asset","Asset","EUR"
"1424-Potraživanja za više plaćeni doprinos za zapošljavanje...","142-Potraživanja za više plaćene doprinose iz plaća i na plaće","1424","142","0","Fixed Asset","Asset","EUR"
"1429-Potraživanja za ostale nespomenute doprinose","142-Potraživanja za više plaćene doprinose iz plaća i na plaće","1429","142","0","Fixed Asset","Asset","EUR"
"143-Potraživanja za porez na dobitak i po odbitku","14-POTRAŽIVANJA OD DRŽAVE ZA POREZE, CARINU I DOPRINOSE","143","14","0","Fixed Asset","Asset","EUR"
"1430-Potraživanja za plaćene predujmove poreza na dobitak","143-Potraživanja za porez na dobitak i po odbitku","1430","143","1","","Asset","EUR"
"1431-Potraživanje za više plaćeni porez na dobitak po...","143-Potraživanja za porez na dobitak i po odbitku","1431","143","0","Fixed Asset","Asset","EUR"
"1432-Potraživanja za više plaćeni porez po odbitku (na...","143-Potraživanja za porez na dobitak i po odbitku","1432","143","0","Fixed Asset","Asset","EUR"
"1433-Potraživanja za porez na dobitak stečen po ugovoru o...","143-Potraživanja za porez na dobitak i po odbitku","1433","143","0","Fixed Asset","Asset","EUR"
"1434-Porez na dobitak plaćen u inozemstvu","143-Potraživanja za porez na dobitak i po odbitku","1434","143","0","Fixed Asset","Asset","EUR"
"1435-Potraživanja za porez po tonaži broda","143-Potraživanja za porez na dobitak i po odbitku","1435","143","0","Fixed Asset","Asset","EUR"
"144-Potraživanja za posebne poreze, trošarine i druge poreze...","14-POTRAŽIVANJA OD DRŽAVE ZA POREZE, CARINU I DOPRINOSE","144","14","0","Fixed Asset","Asset","EUR"
"1440-Potraživanja za poseban porez na motorna vozila (PPMV)","144-Potraživanja za posebne poreze, trošarine i druge poreze...","1440","144","1","","Asset","EUR"
"1441-Potraživanja za poseban porez na kavu","144-Potraživanja za posebne poreze, trošarine i druge poreze...","1441","144","0","Fixed Asset","Asset","EUR"
"1442-Potraživanja za poseban porez na bezalkoholna pića","144-Potraživanja za posebne poreze, trošarine i druge poreze...","1442","144","0","Fixed Asset","Asset","EUR"
"1443-Potraživanja za trošarinu na alkohol i alkoholna pića","144-Potraživanja za posebne poreze, trošarine i druge poreze...","1443","144","0","Fixed Asset","Asset","EUR"
"1444-Potraživanja za trošarinu na električnu energiju i energente","144-Potraživanja za posebne poreze, trošarine i druge poreze...","1444","144","0","Fixed Asset","Asset","EUR"
"1445-Potraživanja za trošarinu na duhanske proizvode duhanske...","144-Potraživanja za posebne poreze, trošarine i druge poreze...","1445","144","0","Fixed Asset","Asset","EUR"
"1446-Potraživanja za trošarinu na energente – naftni derivati...","144-Potraživanja za posebne poreze, trošarine i druge poreze...","1446","144","0","Fixed Asset","Asset","EUR"
"1447-Potraživanja za 3% poreza na promet nekretnina","144-Potraživanja za posebne poreze, trošarine i druge poreze...","1447","144","0","Fixed Asset","Asset","EUR"
"1448-Potraživanja za upravnu pristojbu","144-Potraživanja za posebne poreze, trošarine i druge poreze...","1448","144","0","Fixed Asset","Asset","EUR"
"145-Potraživanja za plaćenu ili više plaćenu članarinu TZ","14-POTRAŽIVANJA OD DRŽAVE ZA POREZE, CARINU I DOPRINOSE","145","14","0","Fixed Asset","Asset","EUR"
"146-Potraživanja za članarine komori (HGK ili HOK i dr.)","14-POTRAŽIVANJA OD DRŽAVE ZA POREZE, CARINU I DOPRINOSE","146","14","0","Fixed Asset","Asset","EUR"
"147-Potraživanja za carinu i više plaćene carinske pristojbe","14-POTRAŽIVANJA OD DRŽAVE ZA POREZE, CARINU I DOPRINOSE","147","14","0","Fixed Asset","Asset","EUR"
"148-Potraživanja za županijski i općinski (gradski) porez","14-POTRAŽIVANJA OD DRŽAVE ZA POREZE, CARINU I DOPRINOSE","148","14","0","Fixed Asset","Asset","EUR"
"1480-Potraživanja za više plaćeni porez na cestovna motorna...","148-Potraživanja za županijski i općinski (gradski) porez","1480","148","1","","Asset","EUR"
"1481-Potraživanja za porez na kuće za odmor i korištenje...","148-Potraživanja za županijski i općinski (gradski) porez","1481","148","0","Fixed Asset","Asset","EUR"
"1482-Potraživanja za porez na reklamu","148-Potraživanja za županijski i općinski (gradski) porez","1482","148","0","Fixed Asset","Asset","EUR"
"1483-Potraživanja za porez na potrošnju u ugostiteljstvu","148-Potraživanja za županijski i općinski (gradski) porez","1483","148","0","Fixed Asset","Asset","EUR"
"1484-Potraživanja za plaćeni porez na priređivanje zabavnih i...","148-Potraživanja za županijski i općinski (gradski) porez","1484","148","0","Fixed Asset","Asset","EUR"
"1485-Potraživanja za plaćeni porez na nasljedstva i darove","148-Potraživanja za županijski i općinski (gradski) porez","1485","148","0","Fixed Asset","Asset","EUR"
"1486-Potraživanja za više plaćeni porez na imovinu","148-Potraživanja za županijski i općinski (gradski) porez","1486","148","0","Fixed Asset","Asset","EUR"
"1487-Potraživanja za ostale poreze županije (grada), općine","148-Potraživanja za županijski i općinski (gradski) porez","1487","148","0","Fixed Asset","Asset","EUR"
"149-Potraživanja za ostale nespomenute poreze, doprinose,...","14-POTRAŽIVANJA OD DRŽAVE ZA POREZE, CARINU I DOPRINOSE","149","14","0","Fixed Asset","Asset","EUR"
"1490-Potraživanja za više plaćenu nadoknadu za šume","149-Potraživanja za ostale nespomenute poreze, doprinose,...","1490","149","1","","Asset","EUR"
"1491-Potraživanje za sred. za komunalnu izgradnju","149-Potraživanja za ostale nespomenute poreze, doprinose,...","1491","149","0","Fixed Asset","Asset","EUR"
"1492-Potraživanja za više plaćene kazne i sl.","149-Potraživanja za ostale nespomenute poreze, doprinose,...","1492","149","0","Fixed Asset","Asset","EUR"
"1493-Potraživanja za turističku pristojbu","149-Potraživanja za ostale nespomenute poreze, doprinose,...","1493","149","0","Fixed Asset","Asset","EUR"
"1494-Potraživanja za više uplaćene naknade za iskorištavanje...","149-Potraživanja za ostale nespomenute poreze, doprinose,...","1494","149","0","Fixed Asset","Asset","EUR"
"1495-Potraživanja za više plaćene poreze na koncesije","149-Potraživanja za ostale nespomenute poreze, doprinose,...","1495","149","0","Fixed Asset","Asset","EUR"
"1496-Potraživanja za spomeničku rentu","149-Potraživanja za ostale nespomenute poreze, doprinose,...","1496","149","0","Fixed Asset","Asset","EUR"
"1497-Potraživanje od Fonda za zaštitu okoliša (ambalažu)","149-Potraživanja za ostale nespomenute poreze, doprinose,...","1497","149","0","Fixed Asset","Asset","EUR"
"1499-Potraživanja za ostala više plaćena davanja","149-Potraživanja za ostale nespomenute poreze, doprinose,...","1499","149","0","Fixed Asset","Asset","EUR"
"15-OSTALA POTRAŽIVANJA OD DRŽAVNIH I DRUGIH INSTITUCIJA","1-NOVAC, KRATKOTRAJNA FINANCIJSKA IMOVINA, KRATKOTRAJNA...","15","1","0","Fixed Asset","Asset","EUR"
"150-Potraživanje za nadoknade bolovanja od HZZO","15-OSTALA POTRAŽIVANJA OD DRŽAVNIH I DRUGIH INSTITUCIJA","150","15","1","","Asset","EUR"
"151-Potraživanja od mirovinskog osiguranja","15-OSTALA POTRAŽIVANJA OD DRŽAVNIH I DRUGIH INSTITUCIJA","151","15","0","Fixed Asset","Asset","EUR"
"152-Potraživanja od lokalne samouprave","15-OSTALA POTRAŽIVANJA OD DRŽAVNIH I DRUGIH INSTITUCIJA","152","15","0","Fixed Asset","Asset","EUR"
"153-Potraživanje za regrese, premije, stimulac. i držav. potpore","15-OSTALA POTRAŽIVANJA OD DRŽAVNIH I DRUGIH INSTITUCIJA","153","15","0","Fixed Asset","Asset","EUR"
"154-Potraživanje od Fonda za otkupljenu ambalažu","15-OSTALA POTRAŽIVANJA OD DRŽAVNIH I DRUGIH INSTITUCIJA","154","15","0","Fixed Asset","Asset","EUR"
"155-Ostala potraživanja od državnih institucija","15-OSTALA POTRAŽIVANJA OD DRŽAVNIH I DRUGIH INSTITUCIJA","155","15","0","Fixed Asset","Asset","EUR"
"156-Potraživanja za više plaćenu naknadu s temelja invaliditeta","15-OSTALA POTRAŽIVANJA OD DRŽAVNIH I DRUGIH INSTITUCIJA","156","15","0","Fixed Asset","Asset","EUR"
"159-Vrijednosno usklađenje potraživanja od države i drugih...","15-OSTALA POTRAŽIVANJA OD DRŽAVNIH I DRUGIH INSTITUCIJA","159","15","0","Fixed Asset","Asset","EUR"
"19-PLAĆENI TROŠKOVI BUDUĆEG RAZDOBLJA I OBRAČUNANI BUDUĆI...","1-NOVAC, KRATKOTRAJNA FINANCIJSKA IMOVINA, KRATKOTRAJNA...","19","1","0","Depreciation","Asset","EUR"
"190-Unaprijed plaćeni troškovi","19-PLAĆENI TROŠKOVI BUDUĆEG RAZDOBLJA I OBRAČUNANI BUDUĆI...","190","19","1","","Asset","EUR"
"1900-Unaprijed plaćeni troškovi održavanja, opreme,...","190-Unaprijed plaćeni troškovi","1900","190","1","","Asset","EUR"
"1901-Unaprijed plaćena zakupnina iz operativnog – poslovnog najma","190-Unaprijed plaćeni troškovi","1901","190","0","Depreciation","Asset","EUR"
"19010-Unaprijed plaćena zakupnina","1901-Unaprijed plaćena zakupnina iz operativnog – poslovnog najma","19010","1901","1","","Asset","EUR"
"19011-Unaprijed plaćeni a nepriznati PDV na zakupninu (osob....","1901-Unaprijed plaćena zakupnina iz operativnog – poslovnog najma","19011","1901","0","Depreciation","Asset","EUR"
"1902-Unaprijed plaćeni troškovi reklame, propagande i sajmova","190-Unaprijed plaćeni troškovi","1902","190","0","Depreciation","Asset","EUR"
"1903-Unaprijed plaćeni troškovi energije za sljedeće razdoblje","190-Unaprijed plaćeni troškovi","1903","190","0","Depreciation","Asset","EUR"
"1904-Unaprijed plaćeni troškovi osiguranja imovine i osoba...","190-Unaprijed plaćeni troškovi","1904","190","0","Depreciation","Asset","EUR"
"1905-Unaprijed plaćene kamate na bankovna jamstava i sl.","190-Unaprijed plaćeni troškovi","1905","190","0","Depreciation","Asset","EUR"
"1906-Unaprijed plaćeni troškovi reprezentacije","190-Unaprijed plaćeni troškovi","1906","190","0","Depreciation","Asset","EUR"
"1907-Unaprijed plaćene pretplate na službena glasila i...","190-Unaprijed plaćeni troškovi","1907","190","0","Depreciation","Asset","EUR"
"1908-Unaprijed isplaćene plaće za buduće razdoblje","190-Unaprijed plaćeni troškovi","1908","190","0","Depreciation","Asset","EUR"
"1909-Unaprijed plaćeni ostali troškovi poslovanja (troškovi...","190-Unaprijed plaćeni troškovi","1909","190","0","Depreciation","Asset","EUR"
"191-Obračunani prihodi (budućeg razdoblja)","19-PLAĆENI TROŠKOVI BUDUĆEG RAZDOBLJA I OBRAČUNANI BUDUĆI...","191","19","0","Depreciation","Asset","EUR"
"192-Unaprijed plaćeni ovisni troškovi nabave (koji nisu na 651)","19-PLAĆENI TROŠKOVI BUDUĆEG RAZDOBLJA I OBRAČUNANI BUDUĆI...","192","19","0","Depreciation","Asset","EUR"
"193-Troškovi kamata iz budućeg razdoblja","19-PLAĆENI TROŠKOVI BUDUĆEG RAZDOBLJA I OBRAČUNANI BUDUĆI...","193","19","0","Depreciation","Asset","EUR"
"194-Unaprijed plaćeni troškovi koncesija (za razdoblje do 12...","19-PLAĆENI TROŠKOVI BUDUĆEG RAZDOBLJA I OBRAČUNANI BUDUĆI...","194","19","0","Depreciation","Asset","EUR"
"195-Unaprijed plaćene franšize, trgovačko znakovlje, prava i...","19-PLAĆENI TROŠKOVI BUDUĆEG RAZDOBLJA I OBRAČUNANI BUDUĆI...","195","19","0","Depreciation","Asset","EUR"
"196-Unaprijed plaćene licencije i patenti (do 12 mj.)","19-PLAĆENI TROŠKOVI BUDUĆEG RAZDOBLJA I OBRAČUNANI BUDUĆI...","196","19","0","Depreciation","Asset","EUR"
"197-Derivativ – instrument zaštite","19-PLAĆENI TROŠKOVI BUDUĆEG RAZDOBLJA I OBRAČUNANI BUDUĆI...","197","19","0","Depreciation","Asset","EUR"
"198-Obračunani nefakturirani prihodi (ugovorna imovina –...","19-PLAĆENI TROŠKOVI BUDUĆEG RAZDOBLJA I OBRAČUNANI BUDUĆI...","198","19","0","Depreciation","Asset","EUR"
"199-Ostali plaćeni troškovi budućeg razdoblja","19-PLAĆENI TROŠKOVI BUDUĆEG RAZDOBLJA I OBRAČUNANI BUDUĆI...","199","19","0","Depreciation","Asset","EUR"
"1990-Unaprijed plaćene provizije","199-Ostali plaćeni troškovi budućeg razdoblja","1990","199","1","","Asset","EUR"
"1999-Ostala aktivna vremenska razgraničenja","199-Ostali plaćeni troškovi budućeg razdoblja","1999","199","0","Depreciation","Asset","EUR"
"2-KRATKOROČNE I DUGOROČNE OBVEZE, DUGOROČNA REZERVIRANJA,...","Sources Of Funds(Liabilities)","2","","0","Payable","Liability","EUR"
"20-KRATKOROČNE OBVEZE PREMA PODUZETNICIMA UNUTAR GRUPE I S...","2-KRATKOROČNE I DUGOROČNE OBVEZE, DUGOROČNA REZERVIRANJA,...","20","2","1","","Liability","EUR"
"200-Obveze prema poduzetnicima unutar grupe","20-KRATKOROČNE OBVEZE PREMA PODUZETNICIMA UNUTAR GRUPE I S...","200","20","1","","Liability","EUR"
"2000-Obveze prema poduzetnicima unutar grupe","200-Obveze prema poduzetnicima unutar grupe","2000","200","1","","Liability","EUR"
"20000-Obveze prema poduzetnicima unutar grupe za primljene...","2000-Obveze prema poduzetnicima unutar grupe","20000","2000","1","","Liability","EUR"
"20001-Obveze za raspoređeni dobitak prema poduzetnicima unutar...","2000-Obveze prema poduzetnicima unutar grupe","20001","2000","0","Payable","Liability","EUR"
"20002-Obveze za kamatu prema poduzetnicima unutar grupe","2000-Obveze prema poduzetnicima unutar grupe","20002","2000","0","Payable","Liability","EUR"
"20003-Obveze za predujmove prema poduzetnicima unutar grupe","2000-Obveze prema poduzetnicima unutar grupe","20003","2000","0","Payable","Liability","EUR"
"20004-Ostale obveze prema poduzetnicima unutar grupe","2000-Obveze prema poduzetnicima unutar grupe","20004","2000","0","Payable","Liability","EUR"
"20005-Obveze po realiziranim jamstvima unutar grupe","2000-Obveze prema poduzetnicima unutar grupe","20005","2000","0","Payable","Liability","EUR"
"2001-Obveze za zajmove, depozite i slično poduzetnika unutar...","200-Obveze prema poduzetnicima unutar grupe","2001","200","0","Payable","Liability","EUR"
"20010-Obveze za zajmove poduzetnika unutar grupe","2001-Obveze za zajmove, depozite i slično poduzetnika unutar...","20010","2001","1","","Liability","EUR"
"20011-Obveze za depozite poduzetnika unutar grupe","2001-Obveze za zajmove, depozite i slično poduzetnika unutar...","20011","2001","0","Payable","Liability","EUR"
"20012-Obveze za kaucije, kapare i slično poduzetnika unutar grupe","2001-Obveze za zajmove, depozite i slično poduzetnika unutar...","20012","2001","0","Payable","Liability","EUR"
"201-Obveze s osnove udjela u rezultatu","20-KRATKOROČNE OBVEZE PREMA PODUZETNICIMA UNUTAR GRUPE I S...","201","20","0","Payable","Liability","EUR"
"2010-Obveze s osnove udjela u dobitku (analitika prema...","201-Obveze s osnove udjela u rezultatu","2010","201","1","","Liability","EUR"
"2011-Obveze za dividende dioničarima","201-Obveze s osnove udjela u rezultatu","2011","201","0","Payable","Liability","EUR"
"2012-Obveze za dobitke društava s udjelom do 20% u kapitalu","201-Obveze s osnove udjela u rezultatu","2012","201","0","Payable","Liability","EUR"
"2013-Obveze prema zadrugarima iz rezultata","201-Obveze s osnove udjela u rezultatu","2013","201","0","Payable","Liability","EUR"
"2014-Obveze iz dobitka prema tajnim članovima","201-Obveze s osnove udjela u rezultatu","2014","201","0","Payable","Liability","EUR"
"2015-Obveze za dobitak obrtnika dobitaša","201-Obveze s osnove udjela u rezultatu","2015","201","0","Payable","Liability","EUR"
"2016-Ostale obveze s osnove udjela u dobitku","201-Obveze s osnove udjela u rezultatu","2016","201","0","Payable","Liability","EUR"
"21-KRATKOROČNE FINANCIJSKE OBVEZE","2-KRATKOROČNE I DUGOROČNE OBVEZE, DUGOROČNA REZERVIRANJA,...","21","2","0","Payable","Liability","EUR"
"210-Obveze za izdane čekove","21-KRATKOROČNE FINANCIJSKE OBVEZE","210","21","1","","Liability","EUR"
"211-Obveze za izdane mjenice","21-KRATKOROČNE FINANCIJSKE OBVEZE","211","21","0","Payable","Liability","EUR"
"212-Obveze po izdanim vrijednosnim papirima","21-KRATKOROČNE FINANCIJSKE OBVEZE","212","21","0","Payable","Liability","EUR"
"2120-Obveze po izdanim komercijalnim zapisima","212-Obveze po izdanim vrijednosnim papirima","2120","212","1","","Liability","EUR"
"2121-Obveze po izdanim obveznicama","212-Obveze po izdanim vrijednosnim papirima","2121","212","0","Payable","Liability","EUR"
"2122-Obveze po izdanim zadužnicama","212-Obveze po izdanim vrijednosnim papirima","2122","212","0","Payable","Liability","EUR"
"2123-Obveze po ostalim kratkoročnim vrijednosnim papirima","212-Obveze po izdanim vrijednosnim papirima","2123","212","0","Payable","Liability","EUR"
